FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,Veg,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
548,1583,2018-10-06 01:00:00,-121.95535,38.10705,0,0,0,0,SIMP02,22,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8696,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08696,2.205840111,0.892669976,448.9450656,8925.651768
549,1972,2018-11-13 20:00:00,-121.9563,38.10715,0,0,0,0,SIMP02,24,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8696,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08696,2.205840111,0.892669976,448.9450656,8925.651768
550,1447,2018-09-24 01:00:00,-121.955,38.107016,0,0,0,0,SIMP02,24,0,0,0,0,0,4080,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8698,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,2-10%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA08698,1.977349997,0.800203025,460.161447,8001.091528
551,1528,2018-10-01 17:00:00,-121.9551,38.106966,0,0,0,0,SIMP02,20,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8698,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,2-10%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA08698,1.977349997,0.800203025,460.161447,8001.091528
552,2002,2018-11-15 20:00:00,-121.921132,38.116116,0,0,0,0,SIMP02,17,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8752,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA08752,14.92630005,6.040440083,2971.792523,60397.58387
553,1730,2018-10-19 00:00:00,-121.911383,38.11375,0,0,0,0,SIMP02,25,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8782,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08782,0.322492987,0.130508006,236.1842278,1304.930287
554,1632,2018-10-10 16:00:00,-121.911283,38.112133,0,0,0,0,SIMP02,42,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8785,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,25-50%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08785,0.881343007,0.356667012,379.7115314,3566.25612
555,1834,2018-10-30 01:00:00,-121.911066,38.112983,0,0,0,0,SIMP02,18,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8785,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,25-50%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08785,0.881343007,0.356667012,379.7115314,3566.25612
556,1919,2018-11-10 03:00:00,-121.910416,38.111616,0,0,0,0,SIMP02,8,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8787,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08787,0.630903006,0.255317003,222.1040178,2552.87689
557,1949,2018-11-12 03:00:00,-121.910566,38.1117,0,0,0,0,SIMP02,20,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8787,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08787,0.630903006,0.255317003,222.1040178,2552.87689
558,1694,2018-10-15 21:00:00,-121.922182,38.1143,0,0,0,0,SIMP02,27,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8825,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08825,3.515039921,1.422490001,1120.830694,14223.25961
559,1442,2018-09-23 20:00:00,-121.95395,38.106583,0,0,0,0,SIMP02,30,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8931,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08931,0.145523995,0.0588913,97.96199738,588.8433353
560,1446,2018-09-24 00:00:00,-121.954133,38.106516,0,0,0,0,SIMP02,28,0,0,0,0,0,4080,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8931,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08931,0.145523995,0.0588913,97.96199738,588.8433353
561,1233,2018-09-06 18:00:00,-121.953483,38.1066,0,0,0,0,SIMP02,51,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8932,Sarcocornia pacifica - Sesuvium verrucosum,Association,Salicornia pacifica - Sesuvium verrucosum Association,8111305,Salicornia pacifica-Sesuvium verrucosum Association,356,10-25%,Medium,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.20,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08932,1.747799993,0.707309008,699.1929187,7072.254137
562,1479,2018-09-26 18:00:00,-121.953416,38.106483,0,0,0,0,SIMP02,24,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8932,Sarcocornia pacifica - Sesuvium verrucosum,Association,Salicornia pacifica - Sesuvium verrucosum Association,8111305,Salicornia pacifica-Sesuvium verrucosum Association,356,10-25%,Medium,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.20,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08932,1.747799993,0.707309008,699.1929187,7072.254137
563,1592,2018-10-06 23:00:00,-121.953683,38.1066,0,0,0,0,SIMP02,26,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8932,Sarcocornia pacifica - Sesuvium verrucosum,Association,Salicornia pacifica - Sesuvium verrucosum Association,8111305,Salicornia pacifica-Sesuvium verrucosum Association,356,10-25%,Medium,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.20,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08932,1.747799993,0.707309008,699.1929187,7072.254137
564,1852,2018-10-31 21:00:00,-121.953566,38.1069,0,0,0,0,SIMP02,31,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8932,Sarcocornia pacifica - Sesuvium verrucosum,Association,Salicornia pacifica - Sesuvium verrucosum Association,8111305,Salicornia pacifica-Sesuvium verrucosum Association,356,10-25%,Medium,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.20,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08932,1.747799993,0.707309008,699.1929187,7072.254137
565,1443,2018-09-23 21:00:00,-121.95405,38.106333,0,0,0,0,SIMP02,33,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8933,Sesuvium verrucosum,Provisional Association,Sesuvium verrucosum Provisional Association,8112201,Sesuvium verrucosum Association,357,10-25%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.210.01,Sesuvium verrucosum,Western North American  disturbed alkaline marsh and meadow,North American Pacific Coastal Salt Marsh,SUMA08933,0.734004974,0.297040999,349.7963539,2970.060564
566,1444,2018-09-23 22:00:00,-121.953983,38.106383,0,0,0,0,SIMP02,32,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8933,Sesuvium verrucosum,Provisional Association,Sesuvium verrucosum Provisional Association,8112201,Sesuvium verrucosum Association,357,10-25%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.210.01,Sesuvium verrucosum,Western North American  disturbed alkaline marsh and meadow,North American Pacific Coastal Salt Marsh,SUMA08933,0.734004974,0.297040999,349.7963539,2970.060564
567,1450,2018-09-24 15:00:00,-121.958216,38.107583,0,0,0,0,SIMP02,27,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8935,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08935,2.447050095,0.990284979,942.2245904,9901.68705
568,2015,2018-11-16 18:00:00,-121.95815,38.10735,0,0,0,0,SIMP02,20,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8935,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08935,2.447050095,0.990284979,942.2245904,9901.68705
569,1928,2018-11-10 21:00:00,-121.928482,38.124949,0,0,0,0,SIMP02,26,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9013,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,Some dead.,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09013,4.096720219,1.657879949,1656.150711,16577.05605
570,1181,2018-08-24 12:00:00,-121.935366,38.11165,0,0,0,0,SIMP02,24,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9146,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09146,0.50218302,0.203226,347.243649,2032.025783
571,453,2018-06-17 16:04:00,-121.944533,38.109166,0,0,0,0,SIMP02,18,0,0,0,0,0,4180,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9202,Lacustrine, ,Ditch Mapping Unit,9,Ditch mu,9,N/A,N/A,N/A,Dry,Photo interpretation,Leveed (not tidal),4,Absent,Developed Water Feature,IW,Lacustrine,LAC, , , , , , , ,SUMA09202,2.642519951,1.069390059,2382.955691,10692.65522
572,601,2018-06-27 14:00:00,-121.942049,38.109666,0,0,0,0,SIMP02,20,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9202,Lacustrine, ,Ditch Mapping Unit,9,Ditch mu,9,N/A,N/A,N/A,Dry,Photo interpretation,Leveed (not tidal),4,Absent,Developed Water Feature,IW,Lacustrine,LAC, , , , , , , ,SUMA09202,2.642519951,1.069390059,2382.955691,10692.65522
573,1560,2018-10-04 14:00:00,-121.945416,38.109716,0,0,0,0,SIMP02,16,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9202,Lacustrine, ,Ditch Mapping Unit,9,Ditch mu,9,N/A,N/A,N/A,Dry,Photo interpretation,Leveed (not tidal),4,Absent,Developed Water Feature,IW,Lacustrine,LAC, , , , , , , ,SUMA09202,2.642519951,1.069390059,2382.955691,10692.65522
574,754,2018-07-06 23:03:00,-121.944966,38.1091,0,0,0,0,SIMP02,37,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
575,1426,2018-09-22 17:00:00,-121.950033,38.10885,0,0,0,0,SIMP02,30,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
576,1555,2018-10-03 21:00:00,-121.9501,38.110416,0,0,0,0,SIMP02,27,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
577,1556,2018-10-03 22:00:00,-121.949933,38.1105,0,0,0,0,SIMP02,33,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
578,1557,2018-10-03 23:00:00,-121.95,38.110183,0,0,0,0,SIMP02,28,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
579,1558,2018-10-04 00:00:00,-121.950066,38.110316,0,0,0,0,SIMP02,24,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
580,1799,2018-10-26 23:00:00,-121.95015,38.111816,0,0,0,0,SIMP02,37,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
